i, Sin(2PIi/ArraySize)
1662, 0.238533
1663, 0.236838
1664, 0.235142
1665, 0.233445
1666, 0.231748
1667, 0.230050
1668, 0.228351
1669, 0.226651
1670, 0.224951
1671, 0.223250
1672, 0.221548
1673, 0.219846
1674, 0.218143
1675, 0.216440
1676, 0.214735
1677, 0.213030
1678, 0.211325
1679, 0.209619
1680, 0.207912
1681, 0.206204
1682, 0.204496
1683, 0.202787
1684, 0.201078
1685, 0.199368
1686, 0.197657
1687, 0.195946
1688, 0.194234
1689, 0.192522
1690, 0.190809
1691, 0.189095
1692, 0.187381
1693, 0.185667
1694, 0.183951
1695, 0.182236
1696, 0.180519
1697, 0.178802
1698, 0.177085
1699, 0.175367
1700, 0.173648
1701, 0.171929
1702, 0.170209
1703, 0.168489
1704, 0.166769
1705, 0.165048
1706, 0.163326
1707, 0.161604
1708, 0.159881
1709, 0.158158
1710, 0.156434
1711, 0.154710
1712, 0.152986
1713, 0.151261
1714, 0.149535
1715, 0.147809
1716, 0.146083
1717, 0.144356
1718, 0.142629
1719, 0.140901
1720, 0.139173
1721, 0.137445
1722, 0.135716
1723, 0.133986
1724, 0.132256
1725, 0.130526
1726, 0.128796
1727, 0.127065
1728, 0.125333
1729, 0.123601
1730, 0.121869
1731, 0.120137
1732, 0.118404
1733, 0.116671
1734, 0.114937
1735, 0.113203
1736, 0.111469
1737, 0.109734
1738, 0.107999
1739, 0.106264
1740, 0.104528
1741, 0.102793
1742, 0.101056
1743, 0.099320
1744, 0.097583
1745, 0.095846
1746, 0.094108
1747, 0.092371
1748, 0.090633
1749, 0.088894
1750, 0.087156
1751, 0.085417
1752, 0.083678
1753, 0.081939
1754, 0.080199
1755, 0.078459
1756, 0.076719
1757, 0.074979
1758, 0.073238
1759, 0.071497
1760, 0.069756
1761, 0.068015
1762, 0.066274
1763, 0.064532
1764, 0.062791
1765, 0.061049
1766, 0.059306
1767, 0.057564
1768, 0.055822
1769, 0.054079
1770, 0.052336
1771, 0.050593
1772, 0.048850
1773, 0.047106
1774, 0.045363
1775, 0.043619
1776, 0.041876
1777, 0.040132
1778, 0.038388
1779, 0.036644
1780, 0.034899
1781, 0.033155
1782, 0.031411
1783, 0.029666
1784, 0.027922
1785, 0.026177
1786, 0.024432
1787, 0.022687
1788, 0.020942
1789, 0.019197
1790, 0.017452
1791, 0.015707
1792, 0.013962
1793, 0.012217
1794, 0.010472
1795, 0.008727
1796, 0.006981
1797, 0.005236
1798, 0.003491
1799, 0.001745
1800, 0.000000
1801, -0.001745
1802, -0.003491
1803, -0.005236
1804, -0.006981
1805, -0.008727
1806, -0.010472
1807, -0.012217
1808, -0.013962
1809, -0.015707
1810, -0.017452
1811, -0.019197
1812, -0.020942
1813, -0.022687
1814, -0.024432
1815, -0.026177
1816, -0.027922
1817, -0.029666
1818, -0.031411
1819, -0.033155
1820, -0.034899
1821, -0.036644
1822, -0.038388
1823, -0.040132
1824, -0.041876
1825, -0.043619
1826, -0.045363
1827, -0.047106
1828, -0.048850
1829, -0.050593
1830, -0.052336
1831, -0.054079
1832, -0.055822
1833, -0.057564
1834, -0.059306
1835, -0.061049
1836, -0.062791
1837, -0.064532
1838, -0.066274
1839, -0.068015
1840, -0.069756
1841, -0.071497
1842, -0.073238
1843, -0.074979
1844, -0.076719
1845, -0.078459
1846, -0.080199
1847, -0.081939
1848, -0.083678
1849, -0.085417
1850, -0.087156
1851, -0.088894
1852, -0.090633
1853, -0.092371
1854, -0.094108
1855, -0.095846
1856, -0.097583
1857, -0.099320
1858, -0.101056
1859, -0.102793
1860, -0.104528
1861, -0.106264
1862, -0.107999
1863, -0.109734
1864, -0.111469
1865, -0.113203
1866, -0.114937
1867, -0.116671
1868, -0.118404
1869, -0.120137
1870, -0.121869
1871, -0.123601
1872, -0.125333
1873, -0.127065
1874, -0.128796
1875, -0.130526
1876, -0.132256
1877, -0.133986
1878, -0.135716
1879, -0.137445
1880, -0.139173
1881, -0.140901
1882, -0.142629
1883, -0.144356
1884, -0.146083
1885, -0.147809
1886, -0.149535
1887, -0.151261
1888, -0.152986
1889, -0.154710
1890, -0.156434
1891, -0.158158
1892, -0.159881
1893, -0.161604
1894, -0.163326
1895, -0.165048
1896, -0.166769
1897, -0.168489
1898, -0.170209
1899, -0.171929
1900, -0.173648
1901, -0.175367
1902, -0.177085
1903, -0.178802
1904, -0.180519
1905, -0.182236
1906, -0.183951
1907, -0.185667
1908, -0.187381
1909, -0.189095
1910, -0.190809
1911, -0.192522
1912, -0.194234
1913, -0.195946
1914, -0.197657
1915, -0.199368
1916, -0.201078
1917, -0.202787
1918, -0.204496
1919, -0.206204
1920, -0.207912
1921, -0.209619
1922, -0.211325
1923, -0.213030
1924, -0.214735
1925, -0.216440
1926, -0.218143
1927, -0.219846
1928, -0.221548
1929, -0.223250
1930, -0.224951
1931, -0.226651
1932, -0.228351
1933, -0.230050
1934, -0.231748
1935, -0.233445
1936, -0.235142
1937, -0.236838
1938, -0.238533
1939, -0.240228
1940, -0.241922
1941, -0.243615
1942, -0.245307
1943, -0.246999
1944, -0.248690
1945, -0.250380
1946, -0.252069
1947, -0.253758
1948, -0.255446
1949, -0.257133
1950, -0.258819
1951, -0.260505
1952, -0.262189
1953, -0.263873
1954, -0.265556
1955, -0.267238
1956, -0.268920
1957, -0.270600
1958, -0.272280
1959, -0.273959
1960, -0.275637
1961, -0.277315
1962, -0.278991
1963, -0.280667
1964, -0.282341
1965, -0.284015
1966, -0.285688
1967, -0.287361
1968, -0.289032
1969, -0.290702
1970, -0.292372
1971, -0.294040
1972, -0.295708
1973, -0.297375
1974, -0.299041
1975, -0.300706
1976, -0.302370
1977, -0.304033
1978, -0.305695
1979, -0.307357
1980, -0.309017
1981, -0.310676
1982, -0.312335
1983, -0.313992
1984, -0.315649
1985, -0.317305
1986, -0.318959
1987, -0.320613
1988, -0.322266
1989, -0.323917
1990, -0.325568
1991, -0.327218
1992, -0.328867
1993, -0.330514
1994, -0.332161
1995, -0.333807
1996, -0.335452
1997, -0.337095
1998, -0.338738
1999, -0.340380
2000, -0.342020
2001, -0.343660
2002, -0.345298
2003, -0.346936
2004, -0.348572
2005, -0.350207
2006, -0.351842
2007, -0.353475
2008, -0.355107
2009, -0.356738
2010, -0.358368
2011, -0.359997
2012, -0.361625
2013, -0.363251
2014, -0.364877
2015, -0.366501
2016, -0.368125
2017, -0.369747
2018, -0.371368
2019, -0.372988
2020, -0.374607
2021, -0.376224
2022, -0.377841
2023, -0.379456
2024, -0.381070
2025, -0.382683
2026, -0.384295
2027, -0.385906
2028, -0.387516
2029, -0.389124
2030, -0.390731
2031, -0.392337
2032, -0.393942
2033, -0.395546
2034, -0.397148
2035, -0.398749
2036, -0.400349
2037, -0.401948
2038, -0.403545
2039, -0.405142
2040, -0.406737
2041, -0.408330
2042, -0.409923
2043, -0.411514
2044, -0.413104
2045, -0.414693
2046, -0.416281
2047, -0.417867
2048, -0.419452
2049, -0.421036
2050, -0.422618
2051, -0.424199
2052, -0.425779
2053, -0.427358
2054, -0.428935
2055, -0.430511
2056, -0.432086
2057, -0.433659
2058, -0.435231
2059, -0.436802
2060, -0.438371
2061, -0.439939
2062, -0.441506
2063, -0.443071
2064, -0.444635
2065, -0.446198
2066, -0.447759
2067, -0.449319
2068, -0.450878
2069, -0.452435
2070, -0.453990
2071, -0.455545
2072, -0.457098
2073, -0.458650
2074, -0.460200
2075, -0.461749
2076, -0.463296
2077, -0.464842
2078, -0.466387
2079, -0.467930
2080, -0.469472
2081, -0.471012
2082, -0.472551
2083, -0.474088
2084, -0.475624
2085, -0.477159
2086, -0.478692
2087, -0.480224
2088, -0.481754
2089, -0.483282
2090, -0.484810
2091, -0.486335
2092, -0.487860
2093, -0.489382
2094, -0.490904
2095, -0.492424
2096, -0.493942
2097, -0.495459
2098, -0.496974
2099, -0.498488
2100, -0.500000
2101, -0.501511
2102, -0.503020
2103, -0.504528
2104, -0.506034
2105, -0.507538
2106, -0.509041
2107, -0.510543
2108, -0.512043
2109, -0.513541
2110, -0.515038
2111, -0.516533
2112, -0.518027
2113, -0.519519
2114, -0.521010
2115, -0.522499
2116, -0.523986
2117, -0.525472
2118, -0.526956
2119, -0.528438
2120, -0.529919
2121, -0.531399
2122, -0.532876
2123, -0.534352
2124, -0.535827
2125, -0.537300
2126, -0.538771
2127, -0.540240
2128, -0.541708
2129, -0.543174
2130, -0.544639
2131, -0.546102
2132, -0.547563
2133, -0.549023
2134, -0.550481
2135, -0.551937
2136, -0.553392
2137, -0.554844
2138, -0.556296
2139, -0.557745
2140, -0.559193
2141, -0.560639
2142, -0.562083
2143, -0.563526
2144, -0.564967
2145, -0.566406
2146, -0.567844
2147, -0.569280
2148, -0.570714
2149, -0.572146
2150, -0.573576
2151, -0.575005
2152, -0.576432
2153, -0.577858
2154, -0.579281
2155, -0.580703
2156, -0.582123
2157, -0.583541
2158, -0.584958
2159, -0.586372
2160, -0.587785
2161, -0.589196
2162, -0.590606
2163, -0.592013
2164, -0.593419
2165, -0.594823
2166, -0.596225
2167, -0.597625
2168, -0.599024
2169, -0.600420
2170, -0.601815
2171, -0.603208
2172, -0.604599
2173, -0.605988
2174, -0.607376
2175, -0.608761
2176, -0.610145
2177, -0.611527
2178, -0.612907
2179, -0.614285
2180, -0.615662
2181, -0.617036
2182, -0.618408
2183, -0.619779
2184, -0.621148
2185, -0.622515
2186, -0.623880
2187, -0.625243
2188, -0.626604
2189, -0.627963
2190, -0.629320
2191, -0.630676
2192, -0.632029
2193, -0.633381
2194, -0.634731
2195, -0.636078
2196, -0.637424
2197, -0.638768
2198, -0.640110
2199, -0.641450
2200, -0.642788
2201, -0.644124
2202, -0.645458
2203, -0.646790
2204, -0.648120
2205, -0.649448
2206, -0.650774
2207, -0.652098
2208, -0.653421
2209, -0.654741
2210, -0.656059
2211, -0.657375
2212, -0.658689
2213, -0.660002
2214, -0.661312
2215, -0.662620
2216, -0.663926
2217, -0.665230
2218, -0.666532
2219, -0.667833
2220, -0.669131
2221, -0.670427
2222, -0.671721
2223, -0.673012
2224, -0.674302
2225, -0.675590
2226, -0.676876
2227, -0.678160
2228, -0.679441
2229, -0.680721
2230, -0.681998
2231, -0.683274
2232, -0.684547
2233, -0.685818
2234, -0.687088
2235, -0.688355
2236, -0.689620
2237, -0.690882
2238, -0.692143
2239, -0.693402
2240, -0.694658
2241, -0.695913
2242, -0.697165
2243, -0.698415
2244, -0.699663
2245, -0.700909
2246, -0.702153
2247, -0.703395
2248, -0.704634
2249, -0.705872
2250, -0.707107
2251, -0.708340
2252, -0.709571
2253, -0.710799
2254, -0.712026
2255, -0.713250
2256, -0.714473
2257, -0.715693
2258, -0.716911
2259, -0.718126
2260, -0.719340
2261, -0.720551
2262, -0.721760
2263, -0.722967
2264, -0.724172
2265, -0.725374
2266, -0.726575
2267, -0.727773
2268, -0.728969
2269, -0.730162
2270, -0.731354
2271, -0.732543
2272, -0.733730
2273, -0.734915
2274, -0.736097
2275, -0.737277
2276, -0.738455
2277, -0.739631
2278, -0.740805
2279, -0.741976
2280, -0.743145
2281, -0.744312
2282, -0.745476
2283, -0.746638
2284, -0.747798
2285, -0.748956
2286, -0.750111
2287, -0.751264
2288, -0.752415
2289, -0.753563
2290, -0.754710
2291, -0.755853
2292, -0.756995
2293, -0.758134
2294, -0.759271
2295, -0.760406
2296, -0.761538
2297, -0.762668
2298, -0.763796
2299, -0.764921
2300, -0.766044
2301, -0.767165
2302, -0.768284
2303, -0.769400
2304, -0.770513
2305, -0.771625
2306, -0.772734
2307, -0.773840
2308, -0.774944
2309, -0.776046
2310, -0.777146
2311, -0.778243
2312, -0.779338
2313, -0.780430
2314, -0.781520
2315, -0.782608
2316, -0.783693
2317, -0.784776
2318, -0.785857
2319, -0.786935
2320, -0.788011
2321, -0.789084
2322, -0.790155
2323, -0.791224
2324, -0.792290
2325, -0.793353
2326, -0.794415
2327, -0.795473
2328, -0.796530
2329, -0.797584
2330, -0.798635
2331, -0.799685
2332, -0.800731
2333, -0.801776
2334, -0.802817
2335, -0.803857
2336, -0.804894
2337, -0.805928
2338, -0.806960
2339, -0.807990
2340, -0.809017
2341, -0.810042
2342, -0.811064
2343, -0.812084
2344, -0.813101
2345, -0.814116
2346, -0.815128
2347, -0.816138
2348, -0.817145
2349, -0.818150
2350, -0.819152
2351, -0.820152
2352, -0.821149
2353, -0.822144
2354, -0.823136
2355, -0.824126
2356, -0.825113
2357, -0.826098
2358, -0.827081
2359, -0.828060
2360, -0.829038
2361, -0.830012
2362, -0.830984
2363, -0.831954
2364, -0.832921
2365, -0.833886
2366, -0.834848
2367, -0.835807
2368, -0.836764
2369, -0.837719
2370, -0.838671
2371, -0.839620
2372, -0.840567
2373, -0.841511
2374, -0.842452
2375, -0.843391
2376, -0.844328
2377, -0.845262
2378, -0.846193
2379, -0.847122
2380, -0.848048
2381, -0.848972
2382, -0.849893
2383, -0.850811
2384, -0.851727
2385, -0.852640
2386, -0.853551
2387, -0.854459
2388, -0.855364
2389, -0.856267
2390, -0.857167
2391, -0.858065
2392, -0.858960
2393, -0.859852
2394, -0.860742
2395, -0.861629
2396, -0.862514
2397, -0.863396
2398, -0.864275
2399, -0.865151
2400, -0.866025
2401, -0.866897
2402, -0.867765
2403, -0.868632
2404, -0.869495
2405, -0.870356
2406, -0.871214
2407, -0.872069
2408, -0.872922
2409, -0.873772
2410, -0.874620
2411, -0.875464
2412, -0.876307
2413, -0.877146
2414, -0.877983
2415, -0.878817
2416, -0.879649
2417, -0.880477
2418, -0.881303
2419, -0.882127
2420, -0.882948
2421, -0.883766
2422, -0.884581
2423, -0.885394
2424, -0.886204
2425, -0.887011
2426, -0.887815
2427, -0.888617
2428, -0.889416
2429, -0.890213
2430, -0.891007
2431, -0.891798
2432, -0.892586
2433, -0.893371
2434, -0.894154
2435, -0.894934
2436, -0.895712
2437, -0.896486
2438, -0.897258
2439, -0.898028
2440, -0.898794
2441, -0.899558
2442, -0.900319
2443, -0.901077
2444, -0.901833
2445, -0.902585
2446, -0.903335
2447, -0.904083
2448, -0.904827
2449, -0.905569
2450, -0.906308
2451, -0.907044
2452, -0.907777
2453, -0.908508
2454, -0.909236
2455, -0.909961
2456, -0.910684
2457, -0.911403
2458, -0.912120
2459, -0.912834
2460, -0.913545
2461, -0.914254
2462, -0.914960
2463, -0.915663
2464, -0.916363
2465, -0.917060
2466, -0.917755
2467, -0.918446
2468, -0.919135
2469, -0.919822
2470, -0.920505
2471, -0.921185
2472, -0.921863
2473, -0.922538
2474, -0.923210
2475, -0.923880
2476, -0.924546
2477, -0.925210
2478, -0.925871
2479, -0.926529
2480, -0.927184
2481, -0.927836
2482, -0.928486
2483, -0.929133
2484, -0.929776
2485, -0.930418
2486, -0.931056
2487, -0.931691
2488, -0.932324
2489, -0.932954
2490, -0.933580
2491, -0.934204
2492, -0.934826
2493, -0.935444
2494, -0.936060
2495, -0.936672
2496, -0.937282
2497, -0.937889
2498, -0.938493
2499, -0.939094
2500, -0.939693
2501, -0.940288
2502, -0.940881
2503, -0.941471
2504, -0.942057
2505, -0.942641
2506, -0.943223
2507, -0.943801
2508, -0.944376
2509, -0.944949
2510, -0.945519
2511, -0.946085
2512, -0.946649
2513, -0.947210
2514, -0.947768
2515, -0.948324
2516, -0.948876
2517, -0.949425
2518, -0.949972
2519, -0.950516
2520, -0.951057
2521, -0.951594
2522, -0.952129
2523, -0.952661
2524, -0.953191
2525, -0.953717
2526, -0.954240
2527, -0.954761
2528, -0.955278
2529, -0.955793
2530, -0.956305
2531, -0.956814
2532, -0.957319
2533, -0.957823
2534, -0.958323
2535, -0.958820
2536, -0.959314
2537, -0.959805
2538, -0.960294
2539, -0.960779
2540, -0.961262
2541, -0.961741
2542, -0.962218
2543, -0.962692
2544, -0.963163
2545, -0.963630
2546, -0.964095
2547, -0.964557
2548, -0.965016
2549, -0.965473
2550, -0.965926
2551, -0.966376
2552, -0.966823
2553, -0.967268
2554, -0.967709
2555, -0.968148
2556, -0.968583
2557, -0.969016
2558, -0.969445
2559, -0.969872
2560, -0.970296
2561, -0.970716
2562, -0.971134
2563, -0.971549
2564, -0.971961
2565, -0.972370
2566, -0.972776
2567, -0.973179
2568, -0.973579
2569, -0.973976
2570, -0.974370
2571, -0.974761
2572, -0.975149
2573, -0.975535
2574, -0.975917
2575, -0.976296
2576, -0.976672
2577, -0.977046
2578, -0.977416
2579, -0.977783
2580, -0.978148
2581, -0.978509
2582, -0.978867
2583, -0.979223
2584, -0.979575
2585, -0.979925
2586, -0.980271
2587, -0.980615
2588, -0.980955
2589, -0.981293
2590, -0.981627
2591, -0.981959
2592, -0.982287
2593, -0.982613
2594, -0.982935
2595, -0.983255
2596, -0.983571
2597, -0.983885
2598, -0.984196
2599, -0.984503
2600, -0.984808
2601, -0.985109
2602, -0.985408
2603, -0.985703
2604, -0.985996
2605, -0.986286
2606, -0.986572
2607, -0.986856
2608, -0.987136
2609, -0.987414
2610, -0.987688
2611, -0.987960
2612, -0.988228
2613, -0.988494
2614, -0.988756
2615, -0.989016
2616, -0.989272
2617, -0.989526
2618, -0.989776
2619, -0.990024
2620, -0.990268
2621, -0.990509
2622, -0.990748
2623, -0.990983
2624, -0.991216
2625, -0.991445
2626, -0.991671
2627, -0.991894
2628, -0.992115
2629, -0.992332
2630, -0.992546
2631, -0.992757
2632, -0.992966
2633, -0.993171
2634, -0.993373
2635, -0.993572
2636, -0.993768
2637, -0.993961
2638, -0.994151
2639, -0.994338
2640, -0.994522
2641, -0.994703
2642, -0.994881
2643, -0.995056
2644, -0.995227
2645, -0.995396
2646, -0.995562
2647, -0.995725
2648, -0.995884
2649, -0.996041
2650, -0.996195
2651, -0.996345
2652, -0.996493
2653, -0.996637
2654, -0.996779
2655, -0.996917
2656, -0.997053
2657, -0.997185
2658, -0.997314
2659, -0.997441
2660, -0.997564
2661, -0.997684
2662, -0.997801
2663, -0.997916
2664, -0.998027
2665, -0.998135
2666, -0.998240
2667, -0.998342
2668, -0.998441
2669, -0.998537
2670, -0.998630
2671, -0.998719
2672, -0.998806
2673, -0.998890
2674, -0.998971
2675, -0.999048
2676, -0.999123
2677, -0.999194
2678, -0.999263
2679, -0.999328
2680, -0.999391
2681, -0.999450
2682, -0.999507
2683, -0.999560
2684, -0.999610
2685, -0.999657
2686, -0.999701
2687, -0.999743
2688, -0.999781
2689, -0.999816
2690, -0.999848
2691, -0.999877
2692, -0.999903
2693, -0.999925
2694, -0.999945
2695, -0.999962
2696, -0.999976
2697, -0.999986
2698, -0.999994
2699, -0.999998
2700, -1.000000
2701, -0.999998
2702, -0.999994
2703, -0.999986
2704, -0.999976
2705, -0.999962
2706, -0.999945
2707, -0.999925
2708, -0.999903
2709, -0.999877
2710, -0.999848
2711, -0.999816
2712, -0.999781
2713, -0.999743
2714, -0.999701
2715, -0.999657
2716, -0.999610
2717, -0.999560
2718, -0.999507
2719, -0.999450
2720, -0.999391
2721, -0.999328
2722, -0.999263
2723, -0.999194
2724, -0.999123
2725, -0.999048
2726, -0.998971
2727, -0.998890
2728, -0.998806
2729, -0.998719
2730, -0.998630
2731, -0.998537
2732, -0.998441
2733, -0.998342
2734, -0.998240
2735, -0.998135
2736, -0.998027
2737, -0.997916
2738, -0.997801
2739, -0.997684
2740, -0.997564
2741, -0.997441
2742, -0.997314
2743, -0.997185
2744, -0.997053
2745, -0.996917
2746, -0.996779
2747, -0.996637
2748, -0.996493
2749, -0.996345
2750, -0.996195
2751, -0.996041
2752, -0.995884
2753, -0.995725
2754, -0.995562
2755, -0.995396
2756, -0.995227
2757, -0.995056
2758, -0.994881
2759, -0.994703
2760, -0.994522
2761, -0.994338
2762, -0.994151
2763, -0.993961
2764, -0.993768
2765, -0.993572
2766, -0.993373
2767, -0.993171
2768, -0.992966
2769, -0.992757
2770, -0.992546
2771, -0.992332
2772, -0.992115
2773, -0.991894
2774, -0.991671
2775, -0.991445
2776, -0.991216
2777, -0.990983
2778, -0.990748
2779, -0.990509
2780, -0.990268
2781, -0.990024
2782, -0.989776
2783, -0.989526
2784, -0.989272
2785, -0.989016
2786, -0.988756
2787, -0.988494
2788, -0.988228
2789, -0.987960
2790, -0.987688
2791, -0.987414
2792, -0.987136
2793, -0.986856
2794, -0.986572
2795, -0.986286
2796, -0.985996
2797, -0.985703
2798, -0.985408
2799, -0.985109
2800, -0.984808
2801, -0.984503
2802, -0.984196
2803, -0.983885
2804, -0.983571
2805, -0.983255
2806, -0.982935
2807, -0.982613
2808, -0.982287
2809, -0.981959
2810, -0.981627
2811, -0.981293
2812, -0.980955
2813, -0.980615
2814, -0.980271
2815, -0.979925
2816, -0.979575
2817, -0.979223
2818, -0.978867
2819, -0.978509
2820, -0.978148
2821, -0.977783
2822, -0.977416
2823, -0.977046
2824, -0.976672
2825, -0.976296
2826, -0.975917
2827, -0.975535
2828, -0.975149
2829, -0.974761
2830, -0.974370
2831, -0.973976
2832, -0.973579
2833, -0.973179
2834, -0.972776
2835, -0.972370
2836, -0.971961
2837, -0.971549
2838, -0.971134
2839, -0.970716
2840, -0.970296
2841, -0.969872
2842, -0.969445
2843, -0.969016
2844, -0.968583
2845, -0.968148
2846, -0.967709
2847, -0.967268
2848, -0.966823
2849, -0.966376
2850, -0.965926
2851, -0.965473
2852, -0.965016
2853, -0.964557
2854, -0.964095
2855, -0.963630
2856, -0.963163
2857, -0.962692
2858, -0.962218
2859, -0.961741
2860, -0.961262
2861, -0.960779
2862, -0.960294
2863, -0.959805
2864, -0.959314
2865, -0.958820
2866, -0.958323
2867, -0.957823
2868, -0.957319
2869, -0.956814
2870, -0.956305
2871, -0.955793
2872, -0.955278
2873, -0.954761
2874, -0.954240
2875, -0.953717
2876, -0.953191
2877, -0.952661
2878, -0.952129
2879, -0.951594
2880, -0.951057
2881, -0.950516
2882, -0.949972
2883, -0.949425
2884, -0.948876
2885, -0.948324
2886, -0.947768
2887, -0.947210
2888, -0.946649
2889, -0.946085
2890, -0.945519
2891, -0.944949
2892, -0.944376
2893, -0.943801
2894, -0.943223
2895, -0.942641
2896, -0.942057
2897, -0.941471
2898, -0.940881
2899, -0.940288
2900, -0.939693
2901, -0.939094
2902, -0.938493
2903, -0.937889
2904, -0.937282
2905, -0.936672
2906, -0.936060
2907, -0.935444
2908, -0.934826
2909, -0.934204
2910, -0.933580
2911, -0.932954
2912, -0.932324
2913, -0.931691
2914, -0.931056
2915, -0.930418
2916, -0.929776
2917, -0.929133
2918, -0.928486
2919, -0.927836
2920, -0.927184
2921, -0.926529
2922, -0.925871
2923, -0.925210
2924, -0.924546
2925, -0.923880
2926, -0.923210
2927, -0.922538
2928, -0.921863
2929, -0.921185
2930, -0.920505
2931, -0.919822
2932, -0.919135
2933, -0.918446
2934, -0.917755
2935, -0.917060
2936, -0.916363
2937, -0.915663
2938, -0.914960
2939, -0.914254
2940, -0.913545
2941, -0.912834
2942, -0.912120
2943, -0.911403
2944, -0.910684
2945, -0.909961
2946, -0.909236
2947, -0.908508
2948, -0.907777
2949, -0.907044
2950, -0.906308
2951, -0.905569
2952, -0.904827
2953, -0.904083
2954, -0.903335
2955, -0.902585
2956, -0.901833
2957, -0.901077
2958, -0.900319
2959, -0.899558
2960, -0.898794
2961, -0.898028
2962, -0.897258
2963, -0.896486
2964, -0.895712
2965, -0.894934
2966, -0.894154
2967, -0.893371
2968, -0.892586
2969, -0.891798
2970, -0.891007
2971, -0.890213
2972, -0.889416
2973, -0.888617
2974, -0.887815
2975, -0.887011
2976, -0.886204
2977, -0.885394
2978, -0.884581
2979, -0.883766
2980, -0.882948
2981, -0.882127
2982, -0.881303
2983, -0.880477
2984, -0.879649
2985, -0.878817
2986, -0.877983
2987, -0.877146
2988, -0.876307
2989, -0.875464
2990, -0.874620
2991, -0.873772
2992, -0.872922
2993, -0.872069
2994, -0.871214
2995, -0.870356
2996, -0.869495
2997, -0.868632
2998, -0.867765
2999, -0.866897
3000, -0.866025
3001, -0.865151
3002, -0.864275
3003, -0.863396
3004, -0.862514
3005, -0.861629
3006, -0.860742
3007, -0.859852
3008, -0.858960
3009, -0.858065
3010, -0.857167
3011, -0.856267
3012, -0.855364
3013, -0.854459
3014, -0.853551
3015, -0.852640
3016, -0.851727
3017, -0.850811
3018, -0.849893
3019, -0.848972
3020, -0.848048
3021, -0.847122
3022, -0.846193
3023, -0.845262
3024, -0.844328
3025, -0.843391
3026, -0.842452
3027, -0.841511
3028, -0.840567
3029, -0.839620
3030, -0.838671
3031, -0.837719
3032, -0.836764
3033, -0.835807
3034, -0.834848
3035, -0.833886
3036, -0.832921
3037, -0.831954
3038, -0.830984
3039, -0.830012
3040, -0.829038
3041, -0.828060
3042, -0.827081
3043, -0.826098
3044, -0.825113
3045, -0.824126
3046, -0.823136
3047, -0.822144
3048, -0.821149
3049, -0.820152
3050, -0.819152
3051, -0.818150
3052, -0.817145
3053, -0.816138
3054, -0.815128
3055, -0.814116
3056, -0.813101
3057, -0.812084
3058, -0.811064
3059, -0.810042
3060, -0.809017
3061, -0.807990
3062, -0.806960
3063, -0.805928
3064, -0.804894
3065, -0.803857
3066, -0.802817
3067, -0.801776
3068, -0.800731
3069, -0.799685
3070, -0.798635
3071, -0.797584
3072, -0.796530
3073, -0.795473
3074, -0.794415
3075, -0.793353
3076, -0.792290
3077, -0.791224
3078, -0.790155
3079, -0.789084
3080, -0.788011
3081, -0.786935
3082, -0.785857
3083, -0.784776
3084, -0.783693
3085, -0.782608
3086, -0.781520
3087, -0.780430
3088, -0.779338
3089, -0.778243
3090, -0.777146
3091, -0.776046
3092, -0.774944
3093, -0.773840
3094, -0.772734
3095, -0.771625
3096, -0.770513
3097, -0.769400
3098, -0.768284
3099, -0.767165
3100, -0.766044
3101, -0.764921
3102, -0.763796
3103, -0.762668
3104, -0.761538
3105, -0.760406
3106, -0.759271
3107, -0.758134
3108, -0.756995
3109, -0.755853
3110, -0.754710
3111, -0.753563
3112, -0.752415
3113, -0.751264
3114, -0.750111
3115, -0.748956
3116, -0.747798
3117, -0.746638
3118, -0.745476
3119, -0.744312
3120, -0.743145
3121, -0.741976
3122, -0.740805
3123, -0.739631
3124, -0.738455
3125, -0.737277
3126, -0.736097
3127, -0.734915
3128, -0.733730
3129, -0.732543
3130, -0.731354
3131, -0.730162
3132, -0.728969
3133, -0.727773
3134, -0.726575
3135, -0.725374
3136, -0.724172
3137, -0.722967
3138, -0.721760
3139, -0.720551
3140, -0.719340
3141, -0.718126
3142, -0.716911
3143, -0.715693
3144, -0.714473
3145, -0.713250
3146, -0.712026
3147, -0.710799
3148, -0.709571
3149, -0.708340
3150, -0.707107
3151, -0.705872
3152, -0.704634
3153, -0.703395
3154, -0.702153
3155, -0.700909
3156, -0.699663
3157, -0.698415
3158, -0.697165
3159, -0.695913
3160, -0.694658
3161, -0.693402
3162, -0.692143
3163, -0.690882
3164, -0.689620
3165, -0.688355
3166, -0.687088
3167, -0.685818
3168, -0.684547
3169, -0.683274
3170, -0.681998
3171, -0.680721
3172, -0.679441
3173, -0.678160
3174, -0.676876
3175, -0.675590
3176, -0.674302
3177, -0.673012
3178, -0.671721
3179, -0.670427
3180, -0.669131
3181, -0.667833
3182, -0.666532
3183, -0.665230
3184, -0.663926
3185, -0.662620
3186, -0.661312
3187, -0.660002
3188, -0.658689
3189, -0.657375
3190, -0.656059
3191, -0.654741
3192, -0.653421
3193, -0.652098
3194, -0.650774
3195, -0.649448
3196, -0.648120
3197, -0.646790
3198, -0.645458
3199, -0.644124
3200, -0.642788
3201, -0.641450
3202, -0.640110
3203, -0.638768
3204, -0.637424
3205, -0.636078
3206, -0.634731
3207, -0.633381
3208, -0.632029
3209, -0.630676
3210, -0.629320
3211, -0.627963
3212, -0.626604
3213, -0.625243
3214, -0.623880
