Theta, USetpoint, VSetpoint, WSetpoint
2399 3300 3297 1499
2400 3300 3299 1499
2401 3297 3300 1499
2402 3294 3301 1498
2403 3291 3302 1497
2404 3289 3303 1496
2405 3286 3304 1495
2406 3283 3305 1494
2407 3280 3306 1493
2408 3278 3307 1492
2409 3275 3308 1491
2410 3272 3308 1491
2411 3269 3309 1490
2412 3267 3310 1489
2413 3264 3311 1488
2414 3261 3312 1487
2415 3258 3313 1486
2416 3256 3314 1485
2417 3253 3315 1484
2418 3250 3315 1484
2419 3247 3316 1483
2420 3245 3317 1482
2421 3242 3318 1481
2422 3239 3319 1480
2423 3236 3320 1479
2424 3233 3320 1479
2425 3231 3321 1478
2426 3228 3322 1477
2427 3225 3323 1476
2428 3222 3324 1475
2429 3219 3325 1474
2430 3217 3325 1474
2431 3214 3326 1473
2432 3211 3327 1472
2433 3208 3328 1471
2434 3205 3329 1470
2435 3203 3330 1469
2436 3200 3330 1469
2437 3197 3331 1468
2438 3194 3332 1467
2439 3191 3333 1466
2440 3189 3334 1465
2441 3186 3334 1465
2442 3183 3335 1464
2443 3180 3336 1463
2444 3177 3337 1462
2445 3174 3337 1462
2446 3172 3338 1461
2447 3169 3339 1460
2448 3166 3340 1459
2449 3163 3341 1458
2450 3160 3341 1458
2451 3157 3342 1457
2452 3155 3343 1456
2453 3152 3344 1455
2454 3149 3344 1455
2455 3146 3345 1454
2456 3143 3346 1453
2457 3140 3347 1452
2458 3137 3347 1452
2459 3135 3348 1451
2460 3132 3349 1450
2461 3129 3350 1449
2462 3126 3350 1449
2463 3123 3351 1448
2464 3120 3352 1447
2465 3117 3353 1446
2466 3114 3353 1446
2467 3111 3354 1445
2468 3109 3355 1444
2469 3106 3355 1444
2470 3103 3356 1443
2471 3100 3357 1442
2472 3097 3358 1441
2473 3094 3358 1441
2474 3091 3359 1440
2475 3088 3360 1439
2476 3085 3360 1439
2477 3083 3361 1438
2478 3080 3362 1437
2479 3077 3362 1437
2480 3074 3363 1436
2481 3071 3364 1435
2482 3068 3364 1435
2483 3065 3365 1434
2484 3062 3366 1433
2485 3059 3366 1433
2486 3056 3367 1432
2487 3053 3368 1431
2488 3050 3368 1431
2489 3048 3369 1430
2490 3045 3370 1429
2491 3042 3370 1429
2492 3039 3371 1428
2493 3036 3372 1427
2494 3033 3372 1427
2495 3030 3373 1426
2496 3027 3374 1425
2497 3024 3374 1425
2498 3021 3375 1424
2499 3018 3375 1424
2500 3015 3376 1423
2501 3012 3377 1422
2502 3009 3377 1422
2503 3006 3378 1421
2504 3003 3379 1420
2505 3000 3379 1420
2506 2997 3380 1419
2507 2994 3380 1419
2508 2991 3381 1418
2509 2988 3382 1417
2510 2986 3382 1417
2511 2983 3383 1416
2512 2980 3383 1416
2513 2977 3384 1415
2514 2974 3384 1415
2515 2971 3385 1414
2516 2968 3386 1413
2517 2965 3386 1413
2518 2962 3387 1412
2519 2959 3387 1412
2520 2956 3388 1411
2521 2953 3388 1411
2522 2950 3389 1410
2523 2947 3390 1409
2524 2944 3390 1409
2525 2941 3391 1408
2526 2938 3391 1408
2527 2935 3392 1407
2528 2932 3392 1407
2529 2929 3393 1406
2530 2926 3393 1406
2531 2923 3394 1405
2532 2920 3394 1405
2533 2917 3395 1404
2534 2914 3395 1404
2535 2911 3396 1403
2536 2908 3396 1403
2537 2905 3397 1402
2538 2902 3397 1402
2539 2899 3398 1401
2540 2896 3398 1401
2541 2893 3399 1400
2542 2890 3399 1400
2543 2887 3400 1399
2544 2884 3400 1399
2545 2881 3401 1398
2546 2878 3401 1398
2547 2874 3402 1397
2548 2871 3402 1397
2549 2868 3403 1396
2550 2865 3403 1396
2551 2862 3404 1395
2552 2859 3404 1395
2553 2856 3405 1394
2554 2853 3405 1394
2555 2850 3406 1393
2556 2847 3406 1393
2557 2844 3407 1392
2558 2841 3407 1392
2559 2838 3407 1392
2560 2835 3408 1391
2561 2832 3408 1391
2562 2829 3409 1390
2563 2826 3409 1390
2564 2823 3410 1389
2565 2820 3410 1389
2566 2817 3410 1389
2567 2814 3411 1388
2568 2811 3411 1388
2569 2807 3412 1387
2570 2804 3412 1387
2571 2801 3413 1386
2572 2798 3413 1386
2573 2795 3413 1386
2574 2792 3414 1385
2575 2789 3414 1385
2576 2786 3414 1385
2577 2783 3415 1384
2578 2780 3415 1384
2579 2777 3416 1383
2580 2774 3416 1383
2581 2771 3416 1383
2582 2768 3417 1382
2583 2765 3417 1382
2584 2761 3418 1381
2585 2758 3418 1381
2586 2755 3418 1381
2587 2752 3419 1380
2588 2749 3419 1380
2589 2746 3419 1380
2590 2743 3420 1379
2591 2740 3420 1379
2592 2737 3420 1379
2593 2734 3421 1378
2594 2731 3421 1378
2595 2728 3421 1378
2596 2724 3422 1377
2597 2721 3422 1377
2598 2718 3422 1377
2599 2715 3423 1376
2600 2712 3423 1376
2601 2709 3423 1376
2602 2706 3424 1375
2603 2703 3424 1375
2604 2700 3424 1375
2605 2697 3424 1375
2606 2693 3425 1374
2607 2690 3425 1374
2608 2687 3425 1374
2609 2684 3426 1373
2610 2681 3426 1373
2611 2678 3426 1373
2612 2675 3426 1373
2613 2672 3427 1372
2614 2669 3427 1372
2615 2666 3427 1372
2616 2662 3428 1371
2617 2659 3428 1371
2618 2656 3428 1371
2619 2653 3428 1371
2620 2650 3429 1370
2621 2647 3429 1370
2622 2644 3429 1370
2623 2641 3429 1370
2624 2638 3430 1369
2625 2634 3430 1369
2626 2631 3430 1369
2627 2628 3430 1369
2628 2625 3431 1368
2629 2622 3431 1368
2630 2619 3431 1368
2631 2616 3431 1368
2632 2613 3431 1368
2633 2610 3432 1367
2634 2606 3432 1367
2635 2603 3432 1367
2636 2600 3432 1367
2637 2597 3432 1367
2638 2594 3433 1366
2639 2591 3433 1366
2640 2588 3433 1366
2641 2585 3433 1366
2642 2581 3433 1366
2643 2578 3434 1365
2644 2575 3434 1365
2645 2572 3434 1365
2646 2569 3434 1365
2647 2566 3434 1365
2648 2563 3434 1365
2649 2560 3435 1364
2650 2556 3435 1364
2651 2553 3435 1364
2652 2550 3435 1364
2653 2547 3435 1364
2654 2544 3435 1364
2655 2541 3436 1363
2656 2538 3436 1363
2657 2534 3436 1363
2658 2531 3436 1363
2659 2528 3436 1363
2660 2525 3436 1363
2661 2522 3436 1363
2662 2519 3436 1363
2663 2516 3437 1362
2664 2513 3437 1362
2665 2509 3437 1362
2666 2506 3437 1362
2667 2503 3437 1362
2668 2500 3437 1362
2669 2497 3437 1362
2670 2494 3437 1362
2671 2491 3437 1362
2672 2487 3437 1362
2673 2484 3438 1361
2674 2481 3438 1361
2675 2478 3438 1361
2676 2475 3438 1361
2677 2472 3438 1361
2678 2469 3438 1361
2679 2465 3438 1361
2680 2462 3438 1361
2681 2459 3438 1361
2682 2456 3438 1361
2683 2453 3438 1361
2684 2450 3438 1361
2685 2447 3438 1361
2686 2443 3438 1361
2687 2440 3438 1361
2688 2437 3439 1360
2689 2434 3439 1360
2690 2431 3439 1360
2691 2428 3439 1360
2692 2425 3439 1360
2693 2421 3439 1360
2694 2418 3439 1360
2695 2415 3439 1360
2696 2412 3439 1360
2697 2409 3439 1360
2698 2406 3439 1360
2699 2403 3439 1360
2700 2400 3439 1360
2701 2396 3439 1360
2702 2393 3439 1360
2703 2390 3439 1360
2704 2387 3439 1360
2705 2384 3439 1360
2706 2381 3439 1360
2707 2378 3439 1360
2708 2374 3439 1360
2709 2371 3439 1360
2710 2368 3439 1360
2711 2365 3439 1360
2712 2362 3439 1360
2713 2359 3438 1361
2714 2356 3438 1361
2715 2352 3438 1361
2716 2349 3438 1361
2717 2346 3438 1361
2718 2343 3438 1361
2719 2340 3438 1361
2720 2337 3438 1361
2721 2334 3438 1361
2722 2330 3438 1361
2723 2327 3438 1361
2724 2324 3438 1361
2725 2321 3438 1361
2726 2318 3438 1361
2727 2315 3438 1361
2728 2312 3437 1362
2729 2308 3437 1362
2730 2305 3437 1362
2731 2302 3437 1362
2732 2299 3437 1362
2733 2296 3437 1362
2734 2293 3437 1362
2735 2290 3437 1362
2736 2286 3437 1362
2737 2283 3437 1362
2738 2280 3436 1363
2739 2277 3436 1363
2740 2274 3436 1363
2741 2271 3436 1363
2742 2268 3436 1363
2743 2265 3436 1363
2744 2261 3436 1363
2745 2258 3436 1363
2746 2255 3435 1364
2747 2252 3435 1364
2748 2249 3435 1364
2749 2246 3435 1364
2750 2243 3435 1364
2751 2239 3435 1364
2752 2236 3434 1365
2753 2233 3434 1365
2754 2230 3434 1365
2755 2227 3434 1365
2756 2224 3434 1365
2757 2221 3434 1365
2758 2218 3433 1366
2759 2214 3433 1366
2760 2211 3433 1366
2761 2208 3433 1366
2762 2205 3433 1366
2763 2202 3432 1367
2764 2199 3432 1367
2765 2196 3432 1367
2766 2193 3432 1367
2767 2190 3432 1367
2768 2186 3431 1368
2769 2183 3431 1368
2770 2180 3431 1368
2771 2177 3431 1368
2772 2174 3431 1368
2773 2171 3430 1369
2774 2168 3430 1369
2775 2165 3430 1369
2776 2161 3430 1369
2777 2158 3429 1370
2778 2155 3429 1370
2779 2152 3429 1370
2780 2149 3429 1370
2781 2146 3428 1371
2782 2143 3428 1371
2783 2140 3428 1371
2784 2137 3428 1371
2785 2133 3427 1372
2786 2130 3427 1372
2787 2127 3427 1372
2788 2124 3426 1373
2789 2121 3426 1373
2790 2118 3426 1373
2791 2115 3426 1373
2792 2112 3425 1374
2793 2109 3425 1374
2794 2106 3425 1374
2795 2102 3424 1375
2796 2099 3424 1375
2797 2096 3424 1375
2798 2093 3424 1375
2799 2090 3423 1376
2800 2087 3423 1376
2801 2084 3423 1376
2802 2081 3422 1377
2803 2078 3422 1377
2804 2075 3422 1377
2805 2071 3421 1378
2806 2068 3421 1378
2807 2065 3421 1378
2808 2062 3420 1379
2809 2059 3420 1379
2810 2056 3420 1379
2811 2053 3419 1380
2812 2050 3419 1380
2813 2047 3419 1380
2814 2044 3418 1381
2815 2041 3418 1381
2816 2038 3418 1381
2817 2034 3417 1382
2818 2031 3417 1382
2819 2028 3416 1383
2820 2025 3416 1383
2821 2022 3416 1383
2822 2019 3415 1384
2823 2016 3415 1384
2824 2013 3414 1385
2825 2010 3414 1385
2826 2007 3414 1385
2827 2004 3413 1386
2828 2001 3413 1386
2829 1998 3413 1386
2830 1995 3412 1387
2831 1992 3412 1387
2832 1988 3411 1388
2833 1985 3411 1388
2834 1982 3410 1389
2835 1979 3410 1389
2836 1976 3410 1389
2837 1973 3409 1390
2838 1970 3409 1390
2839 1967 3408 1391
2840 1964 3408 1391
2841 1961 3407 1392
2842 1958 3407 1392
2843 1955 3407 1392
2844 1952 3406 1393
2845 1949 3406 1393
2846 1946 3405 1394
2847 1943 3405 1394
2848 1940 3404 1395
2849 1937 3404 1395
2850 1934 3403 1396
2851 1931 3403 1396
2852 1928 3402 1397
2853 1925 3402 1397
2854 1922 3401 1398
2855 1918 3401 1398
2856 1915 3400 1399
2857 1912 3400 1399
2858 1909 3399 1400
2859 1906 3399 1400
2860 1903 3398 1401
2861 1900 3398 1401
2862 1897 3397 1402
2863 1894 3397 1402
2864 1891 3396 1403
2865 1888 3396 1403
2866 1885 3395 1404
2867 1882 3395 1404
2868 1879 3394 1405
2869 1876 3394 1405
2870 1873 3393 1406
2871 1870 3393 1406
2872 1867 3392 1407
2873 1864 3392 1407
2874 1861 3391 1408
2875 1858 3391 1408
2876 1855 3390 1409
2877 1852 3390 1409
2878 1849 3389 1410
2879 1846 3388 1411
2880 1843 3388 1411
2881 1840 3387 1412
2882 1837 3387 1412
2883 1834 3386 1413
2884 1831 3386 1413
2885 1828 3385 1414
2886 1825 3384 1415
2887 1822 3384 1415
2888 1819 3383 1416
2889 1816 3383 1416
2890 1813 3382 1417
2891 1811 3382 1417
2892 1808 3381 1418
2893 1805 3380 1419
2894 1802 3380 1419
2895 1799 3379 1420
2896 1796 3379 1420
2897 1793 3378 1421
2898 1790 3377 1422
2899 1787 3377 1422
2900 1784 3376 1423
2901 1781 3375 1424
2902 1778 3375 1424
2903 1775 3374 1425
2904 1772 3374 1425
2905 1769 3373 1426
2906 1766 3372 1427
2907 1763 3372 1427
2908 1760 3371 1428
2909 1757 3370 1429
2910 1754 3370 1429
2911 1752 3369 1430
2912 1749 3368 1431
2913 1746 3368 1431
2914 1743 3367 1432
2915 1740 3366 1433
2916 1737 3366 1433
2917 1734 3365 1434
2918 1731 3364 1435
2919 1728 3364 1435
2920 1725 3363 1436
2921 1722 3362 1437
2922 1719 3362 1437
2923 1716 3361 1438
2924 1714 3360 1439
2925 1711 3360 1439
2926 1708 3359 1440
2927 1705 3358 1441
2928 1702 3358 1441
2929 1699 3357 1442
2930 1696 3356 1443
2931 1693 3355 1444
2932 1690 3355 1444
2933 1688 3354 1445
2934 1685 3353 1446
2935 1682 3353 1446
2936 1679 3352 1447
2937 1676 3351 1448
2938 1673 3350 1449
2939 1670 3350 1449
2940 1667 3349 1450
2941 1665 3348 1451
2942 1662 3347 1452
2943 1659 3347 1452
2944 1656 3346 1453
2945 1653 3345 1454
2946 1650 3344 1455
2947 1647 3344 1455
2948 1644 3343 1456
2949 1642 3342 1457
2950 1639 3341 1458
2951 1636 3341 1458
2952 1633 3340 1459
2953 1630 3339 1460
2954 1627 3338 1461
2955 1625 3337 1462
2956 1622 3337 1462
2957 1619 3336 1463
2958 1616 3335 1464
2959 1613 3334 1465
2960 1610 3334 1465
2961 1608 3333 1466
2962 1605 3332 1467
2963 1602 3331 1468
2964 1599 3330 1469
2965 1596 3330 1469
2966 1594 3329 1470
2967 1591 3328 1471
2968 1588 3327 1472
2969 1585 3326 1473
2970 1582 3325 1474
2971 1580 3325 1474
2972 1577 3324 1475
2973 1574 3323 1476
2974 1571 3322 1477
2975 1568 3321 1478
2976 1566 3320 1479
2977 1563 3320 1479
2978 1560 3319 1480
2979 1557 3318 1481
2980 1554 3317 1482
2981 1552 3316 1483
2982 1549 3315 1484
2983 1546 3315 1484
2984 1543 3314 1485
2985 1541 3313 1486
2986 1538 3312 1487
2987 1535 3311 1488
2988 1532 3310 1489
2989 1530 3309 1490
2990 1527 3308 1491
2991 1524 3308 1491
2992 1521 3307 1492
2993 1519 3306 1493
2994 1516 3305 1494
2995 1513 3304 1495
2996 1510 3303 1496
2997 1508 3302 1497
2998 1505 3301 1498
2999 1502 3300 1499
3000 1500 3300 1499
3001 1499 3300 1502
3002 1498 3301 1505
3003 1497 3302 1508
3004 1496 3303 1510
3005 1495 3304 1513
3006 1494 3305 1516
3007 1493 3306 1519
3008 1492 3307 1521
3009 1491 3308 1524
3010 1491 3308 1527
3011 1490 3309 1530
3012 1489 3310 1532
3013 1488 3311 1535
3014 1487 3312 1538
3015 1486 3313 1541
3016 1485 3314 1543
3017 1484 3315 1546
3018 1484 3315 1549
3019 1483 3316 1552
3020 1482 3317 1554
3021 1481 3318 1557
3022 1480 3319 1560
3023 1479 3320 1563
3024 1479 3320 1566
3025 1478 3321 1568
3026 1477 3322 1571
3027 1476 3323 1574
3028 1475 3324 1577
3029 1474 3325 1580
3030 1474 3325 1582
3031 1473 3326 1585
3032 1472 3327 1588
3033 1471 3328 1591
3034 1470 3329 1594
3035 1469 3330 1596
3036 1469 3330 1599
3037 1468 3331 1602
3038 1467 3332 1605
3039 1466 3333 1608
3040 1465 3334 1610
3041 1465 3334 1613
3042 1464 3335 1616
3043 1463 3336 1619
3044 1462 3337 1622
3045 1462 3337 1625
3046 1461 3338 1627
3047 1460 3339 1630
3048 1459 3340 1633
3049 1458 3341 1636
3050 1458 3341 1639
3051 1457 3342 1642
3052 1456 3343 1644
3053 1455 3344 1647
3054 1455 3344 1650
3055 1454 3345 1653
3056 1453 3346 1656
3057 1452 3347 1659
3058 1452 3347 1662
3059 1451 3348 1664
3060 1450 3349 1667
3061 1449 3350 1670
3062 1449 3350 1673
3063 1448 3351 1676
3064 1447 3352 1679
3065 1446 3353 1682
3066 1446 3353 1685
3067 1445 3354 1688
3068 1444 3355 1690
3069 1444 3355 1693
3070 1443 3356 1696
3071 1442 3357 1699
3072 1441 3358 1702
3073 1441 3358 1705
3074 1440 3359 1708
3075 1439 3360 1711
3076 1439 3360 1714
3077 1438 3361 1716
3078 1437 3362 1719
3079 1437 3362 1722
3080 1436 3363 1725
3081 1435 3364 1728
3082 1435 3364 1731
3083 1434 3365 1734
3084 1433 3366 1737
3085 1433 3366 1740
3086 1432 3367 1743
3087 1431 3368 1746
3088 1431 3368 1749
3089 1430 3369 1751
3090 1429 3370 1754
3091 1429 3370 1757
3092 1428 3371 1760
3093 1427 3372 1763
3094 1427 3372 1766
3095 1426 3373 1769
3096 1425 3374 1772
3097 1425 3374 1775
3098 1424 3375 1778
3099 1424 3375 1781
3100 1423 3376 1784
3101 1422 3377 1787
3102 1422 3377 1790
3103 1421 3378 1793
3104 1420 3379 1796
3105 1420 3379 1799
3106 1419 3380 1802
3107 1419 3380 1805
3108 1418 3381 1808
3109 1417 3382 1811
3110 1417 3382 1813
3111 1416 3383 1816
3112 1416 3383 1819
3113 1415 3384 1822
3114 1415 3384 1825
3115 1414 3385 1828
3116 1413 3386 1831
3117 1413 3386 1834
3118 1412 3387 1837
3119 1412 3387 1840
3120 1411 3388 1843
3121 1411 3388 1846
3122 1410 3389 1849
3123 1409 3390 1852
3124 1409 3390 1855
3125 1408 3391 1858
3126 1408 3391 1861
3127 1407 3392 1864
3128 1407 3392 1867
3129 1406 3393 1870
3130 1406 3393 1873
3131 1405 3394 1876
3132 1405 3394 1879
3133 1404 3395 1882
3134 1404 3395 1885
3135 1403 3396 1888
3136 1403 3396 1891
3137 1402 3397 1894
3138 1402 3397 1897
3139 1401 3398 1900
3140 1401 3398 1903
3141 1400 3399 1906
3142 1400 3399 1909
3143 1399 3400 1912
3144 1399 3400 1915
3145 1398 3401 1918
3146 1398 3401 1921
3147 1397 3402 1925
3148 1397 3402 1928
3149 1396 3403 1931
3150 1396 3403 1934
3151 1395 3404 1937
3152 1395 3404 1940
3153 1394 3405 1943
3154 1394 3405 1946
3155 1393 3406 1949
3156 1393 3406 1952
3157 1392 3407 1955
3158 1392 3407 1958
3159 1392 3407 1961
3160 1391 3408 1964
3161 1391 3408 1967
3162 1390 3409 1970
3163 1390 3409 1973
3164 1389 3410 1976
3165 1389 3410 1979
3166 1389 3410 1982
3167 1388 3411 1985
3168 1388 3411 1988
3169 1387 3412 1992
3170 1387 3412 1995
3171 1386 3413 1998
3172 1386 3413 2001
3173 1386 3413 2004
3174 1385 3414 2007
3175 1385 3414 2010
3176 1385 3414 2013
3177 1384 3415 2016
3178 1384 3415 2019
3179 1383 3416 2022
3180 1383 3416 2025
3181 1383 3416 2028
3182 1382 3417 2031
3183 1382 3417 2034
3184 1381 3418 2038
3185 1381 3418 2041
3186 1381 3418 2044
3187 1380 3419 2047
3188 1380 3419 2050
3189 1380 3419 2053
3190 1379 3420 2056
3191 1379 3420 2059
3192 1379 3420 2062
3193 1378 3421 2065
3194 1378 3421 2068
3195 1378 3421 2071
3196 1377 3422 2075
3197 1377 3422 2078
3198 1377 3422 2081
3199 1376 3423 2084
3200 1376 3423 2087
3201 1376 3423 2090
3202 1375 3424 2093
3203 1375 3424 2096
3204 1375 3424 2099
3205 1375 3424 2102
3206 1374 3425 2106
3207 1374 3425 2109
3208 1374 3425 2112
3209 1373 3426 2115
3210 1373 3426 2118
3211 1373 3426 2121
3212 1373 3426 2124
3213 1372 3427 2127
3214 1372 3427 2130
3215 1372 3427 2133
3216 1371 3428 2137
3217 1371 3428 2140
3218 1371 3428 2143
3219 1371 3428 2146
3220 1370 3429 2149
3221 1370 3429 2152
3222 1370 3429 2155
3223 1370 3429 2158
3224 1369 3430 2161
3225 1369 3430 2165
3226 1369 3430 2168
3227 1369 3430 2171
3228 1368 3431 2174
3229 1368 3431 2177
3230 1368 3431 2180
3231 1368 3431 2183
3232 1368 3431 2186
3233 1367 3432 2189
3234 1367 3432 2193
3235 1367 3432 2196
3236 1367 3432 2199
3237 1367 3432 2202
3238 1366 3433 2205
3239 1366 3433 2208
3240 1366 3433 2211
3241 1366 3433 2214
3242 1366 3433 2218
3243 1365 3434 2221
3244 1365 3434 2224
3245 1365 3434 2227
3246 1365 3434 2230
3247 1365 3434 2233
3248 1365 3434 2236
3249 1364 3435 2239
3250 1364 3435 2243
3251 1364 3435 2246
3252 1364 3435 2249
3253 1364 3435 2252
3254 1364 3435 2255
3255 1363 3436 2258
3256 1363 3436 2261
3257 1363 3436 2265
3258 1363 3436 2268
3259 1363 3436 2271
3260 1363 3436 2274
3261 1363 3436 2277
3262 1363 3436 2280
3263 1362 3437 2283
3264 1362 3437 2286
3265 1362 3437 2290
3266 1362 3437 2293
3267 1362 3437 2296
3268 1362 3437 2299
3269 1362 3437 2302
3270 1362 3437 2305
3271 1362 3437 2308
3272 1362 3437 2312
3273 1361 3438 2315
3274 1361 3438 2318
3275 1361 3438 2321
3276 1361 3438 2324
3277 1361 3438 2327
3278 1361 3438 2330
3279 1361 3438 2334
3280 1361 3438 2337
3281 1361 3438 2340
3282 1361 3438 2343
3283 1361 3438 2346
3284 1361 3438 2349
3285 1361 3438 2352
3286 1361 3438 2356
3287 1361 3438 2359
3288 1360 3439 2362
3289 1360 3439 2365
3290 1360 3439 2368
3291 1360 3439 2371
3292 1360 3439 2374
3293 1360 3439 2378
3294 1360 3439 2381
3295 1360 3439 2384
3296 1360 3439 2387
3297 1360 3439 2390
3298 1360 3439 2393
3299 1360 3439 2396
3300 1360 3439 2399
3301 1360 3439 2403
3302 1360 3439 2406
3303 1360 3439 2409
3304 1360 3439 2412
3305 1360 3439 2415
3306 1360 3439 2418
3307 1360 3439 2421
3308 1360 3439 2425
3309 1360 3439 2428
3310 1360 3439 2431
3311 1360 3439 2434
3312 1360 3439 2437
3313 1361 3438 2440
3314 1361 3438 2443
3315 1361 3438 2447
3316 1361 3438 2450
3317 1361 3438 2453
3318 1361 3438 2456
3319 1361 3438 2459
3320 1361 3438 2462
3321 1361 3438 2465
3322 1361 3438 2469
3323 1361 3438 2472
3324 1361 3438 2475
3325 1361 3438 2478
3326 1361 3438 2481
3327 1361 3438 2484
3328 1362 3437 2487
3329 1362 3437 2491
3330 1362 3437 2494
3331 1362 3437 2497
3332 1362 3437 2500
3333 1362 3437 2503
3334 1362 3437 2506
3335 1362 3437 2509
3336 1362 3437 2513
3337 1362 3437 2516
3338 1363 3436 2519
3339 1363 3436 2522
3340 1363 3436 2525
3341 1363 3436 2528
3342 1363 3436 2531
3343 1363 3436 2534
3344 1363 3436 2538
3345 1363 3436 2541
3346 1364 3435 2544
3347 1364 3435 2547
3348 1364 3435 2550
3349 1364 3435 2553
3350 1364 3435 2556
3351 1364 3435 2560
3352 1365 3434 2563
3353 1365 3434 2566
3354 1365 3434 2569
3355 1365 3434 2572
3356 1365 3434 2575
3357 1365 3434 2578
3358 1366 3433 2581
3359 1366 3433 2585
3360 1366 3433 2588
3361 1366 3433 2591
3362 1366 3433 2594
3363 1367 3432 2597
3364 1367 3432 2600
3365 1367 3432 2603
3366 1367 3432 2606
3367 1367 3432 2609
3368 1368 3431 2613
3369 1368 3431 2616
3370 1368 3431 2619
3371 1368 3431 2622
3372 1368 3431 2625
3373 1369 3430 2628
3374 1369 3430 2631
3375 1369 3430 2634
3376 1369 3430 2638
3377 1370 3429 2641
3378 1370 3429 2644
3379 1370 3429 2647
3380 1370 3429 2650
3381 1371 3428 2653
3382 1371 3428 2656
3383 1371 3428 2659
3384 1371 3428 2662
3385 1372 3427 2666
3386 1372 3427 2669
3387 1372 3427 2672
3388 1373 3426 2675
3389 1373 3426 2678
3390 1373 3426 2681
3391 1373 3426 2684
3392 1374 3425 2687
3393 1374 3425 2690
3394 1374 3425 2693
3395 1375 3424 2697
3396 1375 3424 2700
3397 1375 3424 2703
3398 1375 3424 2706
3399 1376 3423 2709
3400 1376 3423 2712
3401 1376 3423 2715
3402 1377 3422 2718
3403 1377 3422 2721
3404 1377 3422 2724
3405 1378 3421 2728
3406 1378 3421 2731
3407 1378 3421 2734
3408 1379 3420 2737
3409 1379 3420 2740
3410 1379 3420 2743
3411 1380 3419 2746
3412 1380 3419 2749
3413 1380 3419 2752
3414 1381 3418 2755
3415 1381 3418 2758
3416 1381 3418 2761
3417 1382 3417 2765
3418 1382 3417 2768
3419 1383 3416 2771
3420 1383 3416 2774
3421 1383 3416 2777
3422 1384 3415 2780
3423 1384 3415 2783
3424 1385 3414 2786
3425 1385 3414 2789
3426 1385 3414 2792
3427 1386 3413 2795
3428 1386 3413 2798
3429 1386 3413 2801
3430 1387 3412 2804
3431 1387 3412 2807
3432 1388 3411 2811
3433 1388 3411 2814
3434 1389 3410 2817
3435 1389 3410 2820
3436 1389 3410 2823
3437 1390 3409 2826
3438 1390 3409 2829
3439 1391 3408 2832
3440 1391 3408 2835
3441 1392 3407 2838
3442 1392 3407 2841
3443 1392 3407 2844
3444 1393 3406 2847
3445 1393 3406 2850
3446 1394 3405 2853
3447 1394 3405 2856
3448 1395 3404 2859
3449 1395 3404 2862
3450 1396 3403 2865
3451 1396 3403 2868
3452 1397 3402 2871
3453 1397 3402 2874
3454 1398 3401 2877
3455 1398 3401 2881
3456 1399 3400 2884
3457 1399 3400 2887
3458 1400 3399 2890
3459 1400 3399 2893
3460 1401 3398 2896
3461 1401 3398 2899
3462 1402 3397 2902
3463 1402 3397 2905
3464 1403 3396 2908
3465 1403 3396 2911
3466 1404 3395 2914
3467 1404 3395 2917
3468 1405 3394 2920
3469 1405 3394 2923
3470 1406 3393 2926
3471 1406 3393 2929
3472 1407 3392 2932
3473 1407 3392 2935
3474 1408 3391 2938
3475 1408 3391 2941
3476 1409 3390 2944
3477 1409 3390 2947
3478 1410 3389 2950
3479 1411 3388 2953
3480 1411 3388 2956
3481 1412 3387 2959
3482 1412 3387 2962
3483 1413 3386 2965
3484 1413 3386 2968
3485 1414 3385 2971
3486 1415 3384 2974
3487 1415 3384 2977
3488 1416 3383 2980
3489 1416 3383 2983
3490 1417 3382 2986
3491 1417 3382 2988
3492 1418 3381 2991
3493 1419 3380 2994
3494 1419 3380 2997
3495 1420 3379 3000
3496 1420 3379 3003
3497 1421 3378 3006
3498 1422 3377 3009
3499 1422 3377 3012
3500 1423 3376 3015
3501 1424 3375 3018
3502 1424 3375 3021
3503 1425 3374 3024
3504 1425 3374 3027
3505 1426 3373 3030
3506 1427 3372 3033
3507 1427 3372 3036
3508 1428 3371 3039
3509 1429 3370 3042
3510 1429 3370 3045
3511 1430 3369 3047
3512 1431 3368 3050
3513 1431 3368 3053
3514 1432 3367 3056
3515 1433 3366 3059
3516 1433 3366 3062
3517 1434 3365 3065
3518 1435 3364 3068
3519 1435 3364 3071
3520 1436 3363 3074
3521 1437 3362 3077
3522 1437 3362 3080
3523 1438 3361 3083
3524 1439 3360 3085
3525 1439 3360 3088
3526 1440 3359 3091
3527 1441 3358 3094
3528 1441 3358 3097
3529 1442 3357 3100
3530 1443 3356 3103
3531 1444 3355 3106
3532 1444 3355 3109
3533 1445 3354 3111
3534 1446 3353 3114
3535 1446 3353 3117
3536 1447 3352 3120
3537 1448 3351 3123
3538 1449 3350 3126
3539 1449 3350 3129
3540 1450 3349 3132
3541 1451 3348 3134
3542 1452 3347 3137
3543 1452 3347 3140
3544 1453 3346 3143
3545 1454 3345 3146
3546 1455 3344 3149
3547 1455 3344 3152
3548 1456 3343 3155
3549 1457 3342 3157
3550 1458 3341 3160
3551 1458 3341 3163
3552 1459 3340 3166
3553 1460 3339 3169
3554 1461 3338 3172
3555 1462 3337 3174
3556 1462 3337 3177
3557 1463 3336 3180
3558 1464 3335 3183
3559 1465 3334 3186
3560 1465 3334 3189
3561 1466 3333 3191
3562 1467 3332 3194
